order_id,line_number,customer_id,product_id,order_date,quantity
1087,1,4,111,2024-05-25,2
1087,2,4,108,2024-05-25,1
1087,3,4,101,2024-05-25,1
1088,1,31,101,2024-05-02,1
1089,1,31,102,2024-01-30,1
1090,1,44,105,2024-01-14,1
1090,2,44,104,2024-01-14,1
1091,1,49,104,2024-04-16,1
1091,2,49,107,2024-04-16,1
1092,1,29,105,2024-03-17,1
1092,2,29,101,2024-03-17,1
1092,3,29,112,2024-03-17,1
1093,1,49,102,2024-02-23,1
1094,1,12,108,2024-05-25,1
1095,1,31,105,2024-03-16,1
1096,1,30,113,2024-01-19,1
1096,2,30,110,2024-01-19,1
1096,3,30,115,2024-01-19,1
1097,1,8,105,2024-05-19,2
1098,1,5,112,2024-01-20,2
1099,1,19,112,2024-04-27,1
1099,2,19,105,2024-04-27,1
1100,1,32,107,2024-04-27,1
1101,1,39,111,2024-03-09,2
1102,1,37,111,2024-05-30,2
1102,2,37,110,2024-05-30,1
1102,3,37,113,2024-05-30,1
1103,1,34,110,2024-06-15,1
1104,1,32,106,2024-01-24,1
1105,1,11,111,2024-03-25,2
1106,1,49,105,2024-05-25,1
1107,1,50,101,2024-04-13,1
1107,2,50,109,2024-04-13,1
1108,1,4,108,2024-02-18,1
1108,2,4,113,2024-02-18,1
1109,1,18,115,2024-05-25,1
1110,1,8,104,2024-01-08,1
1110,2,8,105,2024-01-08,1
1111,1,36,115,2024-04-14,1
1111,2,36,102,2024-04-14,1
1111,3,36,103,2024-04-14,1
1112,1,46,114,2024-03-15,1
1113,1,31,104,2024-03-03,2
1114,1,33,113,2024-02-04,2
1115,1,22,112,2024-05-11,1
1116,1,38,103,2024-05-28,1
1117,1,31,107,2024-03-29,1
1117,2,31,106,2024-03-29,2
1118,1,45,113,2024-03-02,1
1119,1,21,107,2024-05-01,3
1119,2,21,113,2024-05-01,2
1120,1,10,110,2024-05-06,1
1121,1,7,101,2024-04-27,1
1121,2,7,107,2024-04-27,2
1121,3,7,103,2024-04-27,1
1122,1,17,102,2024-03-27,2
1123,1,44,112,2024-05-16,2
1124,1,32,111,2024-05-18,1
1125,1,19,102,2024-02-28,1
1126,1,46,115,2024-01-26,1
1126,2,46,106,2024-01-26,1
1127,1,19,109,2024-04-01,1
1128,1,44,114,2024-02-17,1
1129,1,44,104,2024-03-02,1
1130,1,17,113,2024-04-27,1
1131,1,19,106,2024-06-22,3
1132,1,20,108,2024-06-12,2
1132,2,20,104,2024-06-12,3
1133,1,31,110,2024-01-28,1
1134,1,45,107,2024-03-16,1
1134,2,45,110,2024-03-16,2
1135,1,50,114,2024-01-13,2
1135,2,50,105,2024-01-13,1
1136,1,15,104,2024-06-04,1
1137,1,44,102,2024-06-17,2
1138,1,42,110,2024-01-11,1
1139,1,9,107,2024-01-24,1
1140,1,9,109,2024-05-18,2
1141,1,11,113,2024-03-06,1
1141,2,11,114,2024-03-06,1
1141,3,11,102,2024-03-06,1
1142,1,5,111,2024-02-06,1
1143,1,26,101,2024-05-22,1
1143,2,26,102,2024-05-22,1
1144,1,44,111,2024-06-22,2
1145,1,7,115,2024-06-22,2
1146,1,21,114,2024-06-08,1
1147,1,45,101,2024-03-18,2
1148,1,20,109,2024-05-11,1
1149,1,30,109,2024-04-04,1
1149,2,30,112,2024-04-04,1
1150,1,27,107,2024-06-16,2
1151,1,18,108,2024-01-09,3
1152,1,24,115,2024-01-26,3
1153,1,23,102,2024-01-16,2
1154,1,30,110,2024-01-24,3
1154,2,30,101,2024-01-24,1
1155,1,16,114,2024-02-02,1
1156,1,14,106,2024-06-01,1
1156,2,14,113,2024-06-01,2
1157,1,1,103,2024-03-11,1
1158,1,12,101,2024-01-29,1
1159,1,16,101,2024-05-30,1
1160,1,27,108,2024-05-18,1
1161,1,33,110,2024-06-01,1
1162,1,43,101,2024-05-13,1
1162,2,43,108,2024-05-13,2
1163,1,28,108,2024-06-29,1
1163,2,28,102,2024-06-29,1
1164,1,10,110,2024-01-20,1
1164,2,10,106,2024-01-20,1
1165,1,39,107,2024-05-18,1
1166,1,45,113,2024-01-30,1
1166,2,45,114,2024-01-30,1
1167,1,29,107,2024-02-28,1
1167,2,29,102,2024-02-28,1
1168,1,21,111,2024-06-22,2
1168,2,21,102,2024-06-22,1
1168,3,21,102,2024-06-22,1
1169,1,7,110,2024-04-05,3
1170,1,36,114,2024-03-25,1
1171,1,49,105,2024-04-18,1
1171,2,49,106,2024-04-18,1
1172,1,33,114,2024-02-24,1
1173,1,36,104,2024-04-06,2
1174,1,36,101,2024-06-08,1
1174,2,36,111,2024-06-08,2
1175,1,18,105,2024-01-13,2
1175,2,18,106,2024-01-13,1
1176,1,10,112,2024-05-24,1
1177,1,2,107,2024-01-24,1
1178,1,11,110,2024-04-04,1
1179,1,4,111,2024-02-10,1
1179,2,4,108,2024-02-10,1
1180,1,32,113,2024-06-04,1
1181,1,23,110,2024-04-20,1
1181,2,23,111,2024-04-20,1
1182,1,15,104,2024-04-11,1
1183,1,14,102,2024-02-05,1
1184,1,48,112,2024-04-20,1
1185,1,36,114,2024-06-20,1
1186,1,28,106,2024-01-05,1
1187,1,37,102,2024-04-13,1
1188,1,21,114,2024-02-13,1
1188,2,21,106,2024-02-13,1
1189,1,7,102,2024-03-03,1
1190,1,20,102,2024-03-30,1
1190,2,20,102,2024-03-30,1
1191,1,13,111,2024-03-30,2
1191,2,13,104,2024-03-30,1
1191,3,13,105,2024-03-30,1
1192,1,39,103,2024-02-09,3
1192,2,39,111,2024-02-09,1
1193,1,49,115,2024-05-24,2
1194,1,42,111,2024-06-11,1
1195,1,29,113,2024-01-18,1
1195,2,29,101,2024-01-18,1
1196,1,5,106,2024-03-20,2
1197,1,5,110,2024-06-14,1
1197,2,5,107,2024-06-14,1
1198,1,36,111,2024-01-11,1
1198,2,36,110,2024-01-11,1
1199,1,10,114,2024-01-16,1
1199,2,10,112,2024-01-16,1
1200,1,42,108,2024-02-17,1
1200,2,42,110,2024-02-17,1
1201,1,24,111,2024-03-13,1
1201,2,24,113,2024-03-13,1
1202,1,22,107,2024-01-17,1
1203,1,47,103,2024-06-17,1
1203,2,47,110,2024-06-17,1
1204,1,23,107,2024-03-20,1
1204,2,23,112,2024-03-20,2
1205,1,20,114,2024-05-23,1
1205,2,20,112,2024-05-23,2
1206,1,48,111,2024-06-24,1
1207,1,24,104,2024-01-05,1
1208,1,50,103,2024-05-04,1
1208,2,50,114,2024-05-04,1
1208,3,50,109,2024-05-04,1
1209,1,48,113,2024-05-18,1
1210,1,39,112,2024-04-06,1
1211,1,11,112,2024-04-27,1
1212,1,29,108,2024-06-08,1
1212,2,29,104,2024-06-08,1
1213,1,31,108,2024-02-19,1
1213,2,31,105,2024-02-19,1
1213,3,31,109,2024-02-19,1
1214,1,11,105,2024-02-21,1
1215,1,31,114,2024-04-05,1
1216,1,8,108,2024-03-16,2
1217,1,10,114,2024-04-21,1
1217,2,10,106,2024-04-21,2
1217,3,10,107,2024-04-21,1
1218,1,33,106,2024-04-06,1
1218,2,33,106,2024-04-06,2
1218,3,33,114,2024-04-06,1
1219,1,22,114,2024-02-10,1
1220,1,9,115,2024-06-29,1
1220,2,9,105,2024-06-29,1
1221,1,10,107,2024-05-20,1
1221,2,10,105,2024-05-20,1
1222,1,8,110,2024-01-13,1
1222,2,8,102,2024-01-13,2
1223,1,32,110,2024-06-01,1
1223,2,32,103,2024-06-01,1
1224,1,1,103,2024-06-06,1
1225,1,6,109,2024-05-14,1
1226,1,33,101,2024-05-25,1
1226,2,33,106,2024-05-25,1
1227,1,2,112,2024-04-01,1
1228,1,7,101,2024-05-28,1
1229,1,22,108,2024-06-15,3
1229,2,22,108,2024-06-15,1
1230,1,9,101,2024-01-17,1
1230,2,9,101,2024-01-17,1
1230,3,9,115,2024-01-17,1
1231,1,20,108,2024-05-11,1
1231,2,20,113,2024-05-11,1
1232,1,19,111,2024-04-01,1
1233,1,8,108,2024-04-04,2
1234,1,25,108,2024-03-27,1
1235,1,34,102,2024-03-09,1
1235,2,34,114,2024-03-09,1
1236,1,19,105,2024-03-23,1
1237,1,39,108,2024-04-20,1
1238,1,23,113,2024-06-06,2
1239,1,5,113,2024-06-20,1
1240,1,11,113,2024-01-13,1
1240,2,11,103,2024-01-13,1
1241,1,50,110,2024-06-14,1
1242,1,10,108,2024-06-22,1
1243,1,37,111,2024-02-05,1
1244,1,8,107,2024-01-07,2
1245,1,8,104,2024-03-08,3
1245,2,8,105,2024-03-08,1
1246,1,32,108,2024-02-24,1
1246,2,32,112,2024-02-24,1
1247,1,6,111,2024-06-23,1
1247,2,6,102,2024-06-23,1
1247,3,6,105,2024-06-23,2
1248,1,11,113,2024-06-30,1
1248,2,11,104,2024-06-30,1
1249,1,13,106,2024-02-10,1
1250,1,24,110,2024-04-29,2
1251,1,5,108,2024-03-20,1
1251,2,5,113,2024-03-20,1
1252,1,37,102,2024-01-20,1
1253,1,44,113,2024-05-12,1
1253,2,44,110,2024-05-12,1
1254,1,9,114,2024-04-20,1
1254,2,9,103,2024-04-20,1
1255,1,11,109,2024-03-23,2
1256,1,6,105,2024-03-09,1
1256,2,6,105,2024-03-09,1
1256,3,6,102,2024-03-09,1
1257,1,11,111,2024-05-31,1
1258,1,39,114,2024-03-27,2
1259,1,6,105,2024-01-12,1
1259,2,6,113,2024-01-12,1
1260,1,40,109,2024-06-15,1
1260,2,40,105,2024-06-15,1
1261,1,44,101,2024-04-13,1
1262,1,27,103,2024-05-03,1
1263,1,46,107,2024-03-22,1
1263,2,46,106,2024-03-22,1
1264,1,7,108,2024-03-23,1
1265,1,7,110,2024-01-13,1
1266,1,11,104,2024-03-24,1
1266,2,11,108,2024-03-24,3
1267,1,30,102,2024-05-07,2
1268,1,33,106,2024-04-27,1
1269,1,19,111,2024-05-06,1
1269,2,19,109,2024-05-06,1
1270,1,7,106,2024-04-20,1
1271,1,24,104,2024-01-12,1
1272,1,19,109,2024-01-19,1
1273,1,40,102,2024-06-23,1
1274,1,22,104,2024-05-22,1
1274,2,22,107,2024-05-22,1
1275,1,3,108,2024-01-13,1
1276,1,10,115,2024-06-04,1
1277,1,11,105,2024-04-10,1
1277,2,11,109,2024-04-10,2
1278,1,35,114,2024-05-05,1
1279,1,22,105,2024-06-22,1
1280,1,47,105,2024-06-25,3
1281,1,50,110,2024-05-28,1
1281,2,50,109,2024-05-28,1
1282,1,40,101,2024-04-07,1
1282,2,40,112,2024-04-07,1
1283,1,2,112,2024-04-22,1
1284,1,33,112,2024-06-05,1
1284,2,33,112,2024-06-05,1
1285,1,14,109,2024-05-23,1
1285,2,14,103,2024-05-23,1
1286,1,35,114,2024-03-28,1
1286,2,35,111,2024-03-28,2
1287,1,17,105,2024-06-05,1
1287,2,17,104,2024-06-05,2
1287,3,17,105,2024-06-05,1
1288,1,46,108,2024-02-23,1
1289,1,47,109,2024-03-16,1
1290,1,26,105,2024-03-29,1
1290,2,26,112,2024-03-29,1
1291,1,29,104,2024-06-16,2
1292,1,18,110,2024-05-23,1
1293,1,16,104,2024-03-03,1
1293,2,16,101,2024-03-03,1
1293,3,16,106,2024-03-03,1
1294,1,7,109,2024-06-23,3
1295,1,11,108,2024-04-14,1
1295,2,11,104,2024-04-14,1
1296,1,19,113,2024-03-23,1
1297,1,37,115,2024-02-29,1
1297,2,37,115,2024-02-29,1
1298,1,12,108,2024-01-10,1
1299,1,48,110,2024-03-15,1
1300,1,22,109,2024-03-13,1
1300,2,22,103,2024-03-13,2
1301,1,30,103,2024-03-10,1
1302,1,42,106,2024-03-06,1
1303,1,37,114,2024-06-21,1
1304,1,26,111,2024-04-19,1
1305,1,9,105,2024-05-02,1
1306,1,29,112,2024-03-09,1
1307,1,17,111,2024-06-16,1
1308,1,20,115,2024-02-10,2
1309,1,50,105,2024-03-20,1
1309,2,50,104,2024-03-20,1
1310,1,9,110,2024-05-04,1
1310,2,9,112,2024-05-04,1
1311,1,31,113,2024-05-17,1
1311,2,31,113,2024-05-17,1
1312,1,6,102,2024-05-14,2
1312,2,6,102,2024-05-14,1
1313,1,36,103,2024-05-11,1
1314,1,34,110,2024-04-27,1
1315,1,33,109,2024-04-24,1
1316,1,37,105,2024-01-15,1
1316,2,37,107,2024-01-15,1
1317,1,1,106,2024-02-25,1
1318,1,35,115,2024-01-16,1
1319,1,19,111,2024-04-14,3
1320,1,42,108,2024-04-17,2
1320,2,42,115,2024-04-17,1
1321,1,6,103,2024-06-23,1
1321,2,6,106,2024-06-23,1
1322,1,35,104,2024-04-10,2
1322,2,35,113,2024-04-10,1
1323,1,20,109,2024-04-28,1
1324,1,15,104,2024-03-04,2
1325,1,47,110,2024-02-03,1
1325,2,47,115,2024-02-03,2
1326,1,16,108,2024-02-24,1
1327,1,46,108,2024-01-13,1
1328,1,14,104,2024-01-20,2
1328,2,14,112,2024-01-20,1
1328,3,14,110,2024-01-20,1
1329,1,44,111,2024-03-23,1
1329,2,44,107,2024-03-23,1
1330,1,4,115,2024-05-22,1
1330,2,4,111,2024-05-22,1
1331,1,32,111,2024-01-13,1
1331,2,32,109,2024-01-13,1
1331,3,32,107,2024-01-13,1
1332,1,20,104,2024-04-06,2
1333,1,20,101,2024-06-30,1
1334,1,27,105,2024-05-22,1
1335,1,42,102,2024-01-21,1
1335,2,42,114,2024-01-21,1
1336,1,18,114,2024-04-06,1
1336,2,18,113,2024-04-06,1
1337,1,47,114,2024-06-20,2
1338,1,20,112,2024-01-06,1
1339,1,49,112,2024-05-02,1
1339,2,49,115,2024-05-02,1
1340,1,21,106,2024-03-13,1
1341,1,24,113,2024-05-11,3
1342,1,31,107,2024-03-22,1
1343,1,15,110,2024-02-10,1
1344,1,27,107,2024-03-16,1
1345,1,16,106,2024-05-07,1
1345,2,16,114,2024-05-07,1
1345,3,16,112,2024-05-07,1
1346,1,32,103,2024-04-27,1
1346,2,32,109,2024-04-27,1
1347,1,35,114,2024-06-13,2
1348,1,43,114,2024-01-13,1
1349,1,5,108,2024-06-30,1
1350,1,40,108,2024-06-12,1
1350,2,40,101,2024-06-12,1
1351,1,36,105,2024-04-20,1
1352,1,19,107,2024-01-05,2
1352,2,19,115,2024-01-05,1
1353,1,7,109,2024-05-18,1
1354,1,23,107,2024-03-09,1
1355,1,16,114,2024-06-29,1
1355,2,16,114,2024-06-29,1
1356,1,3,108,2024-01-24,1
1357,1,1,107,2024-06-29,1
1358,1,22,115,2024-05-24,1
1358,2,22,101,2024-05-24,1
1358,3,22,115,2024-05-24,2
1359,1,37,111,2024-05-04,2
1359,2,37,115,2024-05-04,1
1359,3,37,111,2024-05-04,1
1360,1,21,113,2024-01-05,2
1361,1,26,110,2024-01-20,2
1362,1,25,113,2024-06-22,1
1363,1,45,101,2024-01-21,1
1363,2,45,104,2024-01-21,2
1363,3,45,106,2024-01-21,1
1364,1,40,101,2024-06-01,1
1364,2,40,113,2024-06-01,3
1365,1,32,107,2024-02-28,1
1365,2,32,110,2024-02-28,1
1365,3,32,102,2024-02-28,1
1366,1,19,103,2024-03-04,1
1367,1,41,102,2024-02-09,1
1368,1,20,103,2024-04-23,1
1369,1,28,102,2024-04-24,1
1370,1,23,106,2024-05-25,2
1371,1,1,112,2024-03-15,2
1371,2,1,115,2024-03-15,3
1372,1,16,103,2024-05-26,1
1372,2,16,105,2024-05-26,1
1373,1,10,105,2024-01-20,1
1374,1,5,111,2024-04-06,1
1375,1,40,101,2024-02-20,2
1376,1,22,108,2024-06-07,1
1376,2,22,114,2024-06-07,2
1377,1,42,112,2024-06-01,1
1378,1,21,105,2024-02-15,1
1378,2,21,111,2024-02-15,1
1378,3,21,110,2024-02-15,1
1379,1,21,106,2024-04-06,1
1379,2,21,110,2024-04-06,1
1380,1,35,112,2024-02-16,1
1381,1,46,112,2024-02-23,1
1382,1,27,104,2024-06-21,1
1382,2,27,103,2024-06-21,1
1383,1,25,110,2024-01-19,1
1384,1,33,106,2024-06-26,1
1385,1,35,113,2024-06-01,1
1386,1,43,110,2024-03-31,3
1386,2,43,111,2024-03-31,1
1387,1,49,101,2024-03-25,1
1388,1,15,112,2024-05-10,1
1389,1,29,110,2024-04-05,1
1389,2,29,103,2024-04-05,1
1390,1,2,102,2024-05-04,1
1391,1,47,113,2024-02-06,1
1392,1,31,112,2024-03-30,1
1393,1,5,101,2024-03-17,2
1393,2,5,111,2024-03-17,1
1394,1,11,106,2024-03-03,1
1395,1,30,103,2024-02-29,1
1395,2,30,107,2024-02-29,1
1396,1,48,107,2024-06-06,1
1397,1,46,113,2024-02-24,1
1397,2,46,110,2024-02-24,1
1398,1,35,102,2024-02-17,1
1399,1,32,107,2024-05-15,1
1400,1,38,110,2024-01-30,1
1400,2,38,111,2024-01-30,1
1401,1,20,106,2024-06-06,1
1401,2,20,105,2024-06-06,1
1402,1,24,110,2024-06-29,1
1403,1,25,112,2024-04-20,2
1403,2,25,115,2024-04-20,3
